Honesty ,Scalability ,Robustness,Direct Trust,Indirect Trust,Aggregation
0.664,0.557,0.429,0.800,0.705,0.631
0.229,0.093,0.717,0.284,0.374,0.339
0.594,0.285,0.046,0.414,0.692,0.406
0.528,0.573,0.530,0.779,0.938,0.670
0.261,0.147,0.677,0.055,0.533,0.334
0.329,0.368,0.284,0.743,0.401,0.425
0.309,0.639,0.791,0.577,0.606,0.584
0.816,0.159,0.250,0.441,0.239,0.381
0.631,0.109,0.200,0.816,0.555,0.462
0.478,0.195,0.537,0.403,0.664,0.455
0.981,0.631,0.149,0.335,0.993,0.618
0.605,0.209,0.361,0.829,0.070,0.415
0.307,0.288,0.051,0.921,0.395,0.393
0.895,0.755,0.971,0.453,0.017,0.618
0.283,0.448,0.190,0.238,0.805,0.393
0.546,0.383,0.521,0.080,0.506,0.407
0.588,0.664,0.728,0.176,0.409,0.513
0.636,0.071,0.268,0.241,0.898,0.423
0.845,0.995,0.791,0.396,0.712,0.748
0.747,0.767,0.918,0.044,0.519,0.599
0.226,0.714,0.410,0.192,0.814,0.471
0.600,0.232,0.320,0.247,0.679,0.415
0.261,0.177,0.874,0.167,0.750,0.446
0.585,0.232,0.899,0.554,0.224,0.499
0.621,0.698,0.743,0.400,0.134,0.519
0.271,0.838,0.731,0.506,0.756,0.620
0.043,0.866,0.273,0.007,0.930,0.424
0.486,0.190,0.566,0.275,0.687,0.441
0.847,0.879,0.088,0.961,0.802,0.715
0.789,0.413,0.172,0.353,0.398,0.425
0.130,0.404,0.062,0.544,0.006,0.229
0.018,0.997,0.499,0.096,0.425,0.407
0.238,0.863,0.178,0.994,0.748,0.604
0.980,0.293,0.237,0.097,0.573,0.436
0.445,0.531,0.967,0.186,0.536,0.533
0.916,0.403,0.295,0.302,0.811,0.546
0.180,0.074,0.385,0.543,0.713,0.379
0.858,0.945,0.402,0.155,0.008,0.474
0.210,0.359,0.821,0.263,0.716,0.474
0.434,0.775,0.179,0.236,0.059,0.336
0.026,0.624,0.298,0.047,0.595,0.318
0.105,0.256,0.513,0.582,0.771,0.445
0.300,0.549,0.913,0.402,0.512,0.535
0.154,0.880,0.491,0.651,0.724,0.580
0.053,0.075,0.105,0.566,0.981,0.356
0.607,0.746,0.748,0.748,0.413,0.653
0.391,0.808,0.980,0.050,0.810,0.608
0.649,0.657,0.061,0.599,0.170,0.427
0.514,0.892,0.589,0.198,0.568,0.552
0.042,0.140,0.096,0.799,0.602,0.336
0.424,0.772,0.764,0.929,0.383,0.654
0.456,0.368,0.829,0.523,0.742,0.583
0.875,0.315,0.172,0.513,0.497,0.475
0.686,0.153,0.553,0.796,0.313,0.500
0.406,0.509,0.227,0.237,0.520,0.380
0.369,0.923,0.715,0.983,0.609,0.720
0.584,0.271,0.099,0.333,0.980,0.453
0.567,0.112,0.137,0.549,0.438,0.361
0.045,0.791,0.135,0.609,0.059,0.327
0.353,0.006,0.936,0.112,0.015,0.284
0.635,0.964,0.223,0.563,0.273,0.532
0.178,0.332,0.180,0.302,0.106,0.220
0.335,0.061,0.203,0.425,0.003,0.205
0.132,0.867,0.878,0.025,0.505,0.481
0.614,0.650,0.053,0.004,0.131,0.290
0.203,0.432,0.176,0.055,0.189,0.211
0.531,0.371,0.565,0.464,0.039,0.394
0.032,0.918,0.447,0.153,0.461,0.402
0.435,0.503,0.702,0.475,0.513,0.526
0.340,0.526,0.550,0.194,0.608,0.444
0.122,0.169,0.109,0.826,0.056,0.256
0.625,0.098,0.152,0.367,0.024,0.253
0.523,0.674,0.213,0.897,0.868,0.635
0.716,0.751,0.222,0.922,0.005,0.523
0.473,0.505,0.497,0.946,0.086,0.502
0.417,0.438,0.598,0.726,0.294,0.495
0.995,0.811,0.157,0.283,0.457,0.541
0.799,0.543,0.837,0.402,0.581,0.632
0.112,0.165,0.852,0.851,0.975,0.591
0.164,0.107,0.467,0.786,0.382,0.381
0.185,0.732,0.979,0.524,0.478,0.580
0.986,0.770,0.713,0.616,0.503,0.717
0.361,0.627,0.841,0.452,0.499,0.556
0.720,0.821,0.259,0.630,0.729,0.632
0.179,0.997,0.485,0.751,0.285,0.539
0.503,0.563,0.591,0.479,0.049,0.437
0.057,0.693,0.241,0.669,0.856,0.503
0.635,0.390,0.809,0.267,0.530,0.526
0.124,0.977,0.834,0.836,0.435,0.641
0.345,0.307,0.696,0.674,0.057,0.416
0.937,0.074,0.886,0.076,0.755,0.546
0.705,0.557,0.668,0.500,0.174,0.521
0.123,0.253,0.914,0.940,0.154,0.477
0.178,0.405,0.298,0.323,0.302,0.301
0.350,0.079,0.092,0.181,0.579,0.256
0.516,0.990,0.824,0.032,0.680,0.608
0.389,0.092,0.505,0.002,0.173,0.232
0.193,0.319,0.678,0.608,0.743,0.508
0.830,0.165,0.466,0.609,0.203,0.455
0.445,0.355,0.117,0.519,0.392,0.366
0.736,0.558,0.367,0.373,0.260,0.459
0.511,0.421,0.805,0.013,0.727,0.495
0.203,0.225,0.988,0.382,0.622,0.484
0.062,0.127,0.112,0.151,0.830,0.256
0.673,0.659,0.079,0.896,0.164,0.494
0.630,0.946,0.737,0.101,0.768,0.636
0.452,0.799,0.382,0.379,0.877,0.578
0.794,0.740,0.393,0.142,0.536,0.521
0.026,0.602,0.029,0.793,0.894,0.469
0.656,0.041,0.646,0.728,0.756,0.565
0.310,0.075,0.412,0.458,0.025,0.256
0.573,0.316,0.051,0.571,0.069,0.316
0.178,0.203,0.854,0.930,0.891,0.611
0.114,0.393,0.983,0.446,0.486,0.484
0.529,0.649,0.575,0.909,0.396,0.612
0.945,0.946,0.440,0.166,0.979,0.695
0.820,0.240,0.247,0.733,0.139,0.436
0.026,0.792,0.608,0.254,0.432,0.422
0.748,0.928,0.498,0.534,0.725,0.687
0.012,0.923,0.353,0.834,0.120,0.448
0.418,0.410,0.595,0.692,0.641,0.551
0.684,0.349,0.842,0.078,0.761,0.543
0.080,0.662,0.296,0.217,0.882,0.427
0.723,0.562,0.998,0.311,0.695,0.658
0.438,0.896,0.737,0.252,0.747,0.614
0.612,0.685,0.447,0.707,0.915,0.673
0.082,0.989,0.705,0.491,0.166,0.487
0.632,0.288,0.637,0.084,0.604,0.449
0.291,0.763,0.560,0.047,0.013,0.335
0.378,0.146,0.990,0.957,0.187,0.532
0.893,0.585,0.069,0.922,0.793,0.652
0.132,0.377,0.453,0.710,0.062,0.347
0.632,0.414,0.091,0.529,0.857,0.505
0.586,0.521,0.480,0.044,0.113,0.349
0.443,0.514,0.435,0.961,0.793,0.629
0.510,0.117,0.424,0.043,0.368,0.293
0.512,0.954,0.504,0.661,0.624,0.651
0.119,0.852,0.449,0.809,0.451,0.536
0.319,0.179,0.537,0.013,0.415,0.292
0.866,0.240,0.455,0.494,0.617,0.535
0.404,0.926,0.431,0.043,0.028,0.367
0.019,0.923,0.986,0.139,0.819,0.577
0.139,0.102,0.468,0.782,0.636,0.426
0.642,0.832,0.640,0.017,0.023,0.431
0.729,0.415,0.768,0.807,0.072,0.558
0.483,0.313,0.690,0.944,0.621,0.610
0.280,0.575,0.617,0.474,0.301,0.449
0.186,0.672,0.182,0.928,0.336,0.461
0.319,0.338,0.445,0.636,0.677,0.483
0.042,0.898,0.888,0.422,0.837,0.617
0.197,0.793,0.580,0.222,0.351,0.429
0.515,0.291,0.487,0.016,0.709,0.404
0.008,0.905,0.178,0.606,0.373,0.414
0.139,0.472,0.268,0.164,0.388,0.286
0.111,0.581,0.717,0.324,0.404,0.427
0.947,0.215,0.434,0.237,0.072,0.381
0.099,0.450,0.879,0.843,0.877,0.630
0.286,0.414,0.493,0.063,0.712,0.393
0.569,0.800,0.436,0.622,0.433,0.572
0.134,0.099,0.828,0.249,0.048,0.272
0.765,0.754,0.233,0.878,0.085,0.543
0.381,0.700,0.103,0.287,0.581,0.410
0.434,0.316,0.793,0.891,0.534,0.594
0.763,0.216,0.668,0.929,0.600,0.635
0.746,1.000,0.155,0.605,0.252,0.551
0.761,0.748,0.259,0.110,0.685,0.512
0.235,0.492,0.549,0.967,0.161,0.481
0.724,0.880,0.987,0.200,0.870,0.732
0.098,0.945,0.355,0.398,0.768,0.513
0.089,0.574,0.727,0.819,0.422,0.526
0.681,0.277,0.548,0.513,0.449,0.494
0.367,0.215,0.449,0.477,0.151,0.332
0.043,0.308,0.047,0.017,0.916,0.266
0.942,0.043,0.492,0.070,0.643,0.438
0.895,0.229,0.759,0.523,0.145,0.510
0.409,0.459,0.072,0.758,0.526,0.445
0.858,0.186,0.966,0.969,0.356,0.667
0.374,0.399,0.539,0.537,0.354,0.441
0.406,0.078,0.209,0.547,0.426,0.333
0.321,0.214,0.603,0.665,0.292,0.419
0.103,0.621,0.888,0.449,0.104,0.433
0.329,0.505,0.745,0.003,0.188,0.354
0.509,0.414,0.767,0.468,0.410,0.514
0.883,0.185,0.869,0.128,0.681,0.549
0.775,0.303,0.648,0.502,0.059,0.457
0.391,0.454,0.551,0.445,0.239,0.416
0.815,0.583,0.330,0.962,0.192,0.577
0.349,0.537,0.036,0.225,0.944,0.418
0.211,0.399,0.711,0.961,0.244,0.506
0.409,0.538,0.161,0.036,0.318,0.292
0.586,0.759,0.540,0.806,0.199,0.578
0.941,0.553,0.686,0.763,0.951,0.779
0.142,0.022,0.122,0.963,0.941,0.438
0.417,0.196,0.962,0.769,0.230,0.515
0.256,0.772,0.679,0.283,0.382,0.474
0.570,0.029,0.831,0.248,0.423,0.420
0.015,0.809,0.047,0.959,0.379,0.442
0.029,0.007,0.350,0.118,0.889,0.278
0.470,0.732,0.408,0.258,0.026,0.379
0.143,0.880,0.651,0.183,0.380,0.447
0.893,0.342,0.188,0.042,0.009,0.295
0.777,0.892,0.493,0.448,0.698,0.662
0.027,0.202,0.707,0.911,0.327,0.435
0.749,0.530,0.381,0.869,0.595,0.625
0.275,0.717,0.846,0.343,0.448,0.526
0.123,0.809,0.641,0.465,0.384,0.484
0.541,0.975,0.271,0.098,0.215,0.420
0.716,0.465,0.080,0.481,0.236,0.396
0.771,0.714,0.755,0.325,0.068,0.527
0.514,0.705,0.111,0.576,0.059,0.393
0.350,0.268,0.679,0.550,0.046,0.378
0.922,0.821,0.411,0.623,0.870,0.729
0.164,0.055,0.529,0.428,0.437,0.323
0.078,0.078,0.818,0.249,0.484,0.341
0.361,0.223,0.048,0.530,0.480,0.328
0.800,0.513,0.400,0.717,0.815,0.649
0.595,0.513,0.099,0.708,0.088,0.400
0.855,0.635,0.385,0.165,0.528,0.514
0.983,0.793,0.480,0.833,0.159,0.650
0.435,0.042,0.810,0.615,0.545,0.489
0.951,0.256,0.992,0.710,0.820,0.746
0.789,0.224,0.246,0.751,0.376,0.477
0.276,0.926,0.495,0.177,0.612,0.497
0.995,0.100,0.947,0.114,0.705,0.572
0.437,0.018,0.916,0.535,0.460,0.473
0.641,0.304,0.697,0.447,0.494,0.517
0.584,0.838,0.252,0.422,0.706,0.560
0.132,0.968,0.279,0.161,0.156,0.339
0.742,0.822,0.382,0.754,0.952,0.730
0.780,0.000,0.496,0.935,0.463,0.535
0.357,0.257,0.124,0.524,0.520,0.357
0.446,0.128,0.192,0.212,0.874,0.371
0.183,0.859,0.092,0.742,0.241,0.423
0.514,0.979,0.490,0.469,0.661,0.623
0.573,0.188,0.805,0.802,0.804,0.635
0.464,0.963,0.927,0.636,0.233,0.644
0.038,0.914,0.294,0.489,0.046,0.356
0.255,0.727,0.544,0.669,0.698,0.579
0.695,0.205,0.431,0.010,0.587,0.385
0.877,0.881,0.416,0.330,0.237,0.548
0.317,0.834,0.200,0.238,0.467,0.411
0.664,0.852,0.054,0.815,0.861,0.649
0.582,0.700,0.563,0.199,0.743,0.557
0.849,0.204,0.585,0.169,0.187,0.399
0.345,0.832,0.100,0.410,0.251,0.388
0.280,0.161,0.698,0.403,0.694,0.447
0.037,0.005,0.095,0.773,0.238,0.230
0.989,0.993,0.736,0.505,0.700,0.785
0.149,0.296,0.028,0.317,0.276,0.213
0.007,0.996,0.330,0.079,0.030,0.288
0.885,0.064,0.259,0.250,0.703,0.432
0.819,0.734,0.632,0.476,0.036,0.539
0.773,0.173,0.648,0.656,0.582,0.567
0.325,0.839,0.470,0.765,0.686,0.617
0.726,0.279,0.724,0.131,0.655,0.503
0.440,0.977,0.004,0.770,0.658,0.570
0.374,0.111,0.844,0.204,0.275,0.362
0.386,0.676,0.677,0.362,0.081,0.437
0.576,0.164,0.378,0.977,0.751,0.569
0.231,0.016,0.384,0.100,0.268,0.200
0.748,0.968,0.920,0.661,0.203,0.700
0.506,0.076,0.776,0.931,0.982,0.654
0.136,0.032,0.008,0.747,0.822,0.349
0.321,0.105,0.741,0.422,0.186,0.355
0.391,0.536,0.416,0.470,0.733,0.509
0.338,0.586,0.533,0.355,0.090,0.380
0.209,0.037,0.827,0.726,0.234,0.407
0.782,0.268,0.281,0.937,0.528,0.559
0.403,0.214,0.299,0.828,0.249,0.398
0.843,0.105,0.933,0.578,0.776,0.647
0.578,0.532,0.280,0.420,0.942,0.550
0.480,0.533,0.986,0.184,0.667,0.570
0.339,0.232,0.608,0.322,0.579,0.416
0.033,0.321,0.340,0.698,0.764,0.431
0.799,0.605,0.015,0.860,0.916,0.639
0.943,0.372,0.292,0.100,0.315,0.405
0.954,0.980,0.133,0.217,0.944,0.646
0.736,0.089,0.565,0.057,0.984,0.486
0.841,0.845,0.378,0.970,0.001,0.607
0.591,0.359,0.575,0.436,0.697,0.531
0.080,0.420,0.031,0.391,0.498,0.284
0.781,0.278,0.332,0.580,0.317,0.458
0.841,0.219,0.215,0.004,0.795,0.415
0.015,0.782,0.955,0.631,0.812,0.639
0.079,0.144,0.602,0.771,0.215,0.362
0.705,0.522,0.024,0.642,0.236,0.426
0.481,0.134,0.386,0.700,0.792,0.499
0.621,0.787,0.813,0.626,0.754,0.720
0.846,0.552,0.299,0.388,0.844,0.586
0.648,0.186,0.125,0.910,0.211,0.416
0.511,0.040,0.959,0.729,0.875,0.623
0.709,0.805,0.006,0.621,0.368,0.502
0.951,0.944,0.282,0.331,0.719,0.645
0.372,0.220,0.004,0.655,0.902,0.431
0.587,0.312,0.841,0.690,0.972,0.680
0.834,0.253,0.288,0.581,0.456,0.483
0.753,0.856,0.628,0.918,0.669,0.765
0.485,0.447,0.214,0.375,0.897,0.484
0.727,0.817,0.874,0.284,0.065,0.553
0.553,0.774,0.071,0.262,0.084,0.349
0.419,0.797,0.617,0.277,0.773,0.577
0.851,0.925,0.029,0.745,0.165,0.543
0.733,0.130,0.610,0.249,0.072,0.359
0.417,0.628,0.885,0.718,0.256,0.581
0.470,0.510,0.345,0.538,0.256,0.424
0.013,0.119,0.820,0.011,0.223,0.237
0.792,0.103,0.061,0.884,0.214,0.411
0.487,0.901,0.905,0.597,0.559,0.690
0.622,0.756,0.753,0.311,0.259,0.540
0.072,0.946,0.879,0.218,0.950,0.613
0.132,0.708,0.253,0.497,0.050,0.328
0.660,0.999,0.334,0.403,0.239,0.527
0.786,0.259,0.348,0.631,0.615,0.528
0.975,0.592,0.193,0.163,0.602,0.505
0.492,0.079,0.926,0.389,0.638,0.505
0.863,0.890,0.012,0.094,0.952,0.562
0.223,0.569,0.279,0.128,0.811,0.402
0.614,0.502,0.592,0.663,0.502,0.575
0.690,0.681,0.781,0.845,0.526,0.705
0.211,0.219,0.686,0.872,0.732,0.544
0.756,0.922,0.971,0.676,0.147,0.694
0.748,0.832,0.140,0.847,0.432,0.600
0.419,0.262,0.662,0.960,0.685,0.598
0.072,0.392,0.416,0.627,0.946,0.491
0.120,0.004,0.900,0.807,0.473,0.461
0.878,0.918,0.454,0.811,0.312,0.675
0.413,0.891,0.118,0.630,0.887,0.588
0.546,0.889,0.623,0.657,0.494,0.642
0.852,0.358,0.929,0.683,0.753,0.715
0.695,0.233,0.362,0.795,0.002,0.417
0.928,0.301,0.731,0.289,0.029,0.455
0.735,0.590,0.037,0.539,0.654,0.511
0.983,0.049,0.897,0.865,0.604,0.680
0.101,0.692,0.933,0.493,0.176,0.479
0.495,0.479,0.109,0.693,0.627,0.481
0.625,0.515,0.645,0.481,0.449,0.543
0.480,0.015,0.279,0.667,0.926,0.473
0.860,0.219,0.294,0.732,0.681,0.557
0.055,0.054,0.447,0.998,0.743,0.459
0.122,0.270,0.112,0.864,0.695,0.413
0.215,0.910,0.046,0.396,0.735,0.460
0.247,0.900,0.235,0.445,0.410,0.447
0.898,0.248,0.110,0.398,0.499,0.431
0.247,0.130,0.226,0.206,0.955,0.353
0.612,0.459,0.264,0.174,0.974,0.497
0.718,0.659,0.209,0.160,0.200,0.389
0.289,0.853,0.251,0.553,0.161,0.421
0.135,0.609,0.415,0.337,0.117,0.323
0.510,0.287,0.201,0.657,0.129,0.357
0.047,0.263,0.357,0.011,0.798,0.295
0.418,0.302,0.517,0.622,0.254,0.423
0.733,0.253,0.096,0.936,0.786,0.561
0.990,0.682,0.198,0.516,0.806,0.638
0.121,0.098,0.218,0.675,0.622,0.347
0.572,0.784,0.422,0.710,0.052,0.508
0.024,0.068,0.421,0.233,0.732,0.296
0.068,0.735,0.407,0.525,0.720,0.491
0.190,0.546,0.489,0.316,0.806,0.469
0.044,0.581,0.861,0.516,0.385,0.478
0.617,0.996,0.928,0.871,0.144,0.711
0.547,0.828,0.296,0.195,0.514,0.476
0.420,0.905,0.088,0.006,0.546,0.393
0.029,0.652,0.593,0.329,0.628,0.446
0.241,0.500,0.100,0.678,0.927,0.489
0.733,0.801,0.062,0.232,0.599,0.485
0.113,0.324,0.033,0.774,0.803,0.409
0.687,0.194,0.604,0.742,0.174,0.480
0.853,0.309,0.341,0.744,0.170,0.483
0.988,0.860,0.646,0.771,0.225,0.698
0.977,0.190,0.914,0.291,0.421,0.559
0.807,0.849,0.362,0.302,0.428,0.550
0.307,0.986,0.623,0.424,0.097,0.488
0.660,0.279,0.565,0.282,0.984,0.554
0.718,0.640,0.085,0.633,0.871,0.589
0.650,0.357,0.299,0.545,0.944,0.559
0.468,0.084,0.349,0.958,0.461,0.464
0.289,0.468,0.596,0.989,0.654,0.599
0.083,0.412,0.775,0.873,0.621,0.553
0.849,0.939,0.282,0.177,0.574,0.564
0.922,0.199,0.091,0.100,0.890,0.440
0.273,0.601,0.274,0.044,0.609,0.360
0.484,0.457,0.510,0.088,0.573,0.422
0.161,0.203,0.749,0.434,0.980,0.505
0.676,0.735,0.611,0.698,0.302,0.604
0.328,0.402,0.538,0.101,0.291,0.332
0.559,0.224,0.093,0.403,0.001,0.256
0.026,0.889,0.969,0.917,0.696,0.699
0.705,0.776,0.039,0.675,0.508,0.541
0.971,0.145,0.588,0.342,0.232,0.456
0.208,0.432,0.956,0.132,0.579,0.461
0.986,0.219,0.666,0.554,0.853,0.656
0.580,0.284,0.562,0.183,0.292,0.380
0.106,0.662,0.131,0.172,0.118,0.238
0.501,0.237,0.914,0.968,0.316,0.587
0.408,0.248,0.228,0.205,0.150,0.248
0.347,0.730,0.246,0.088,0.852,0.453
0.848,0.639,0.193,0.828,0.590,0.620
0.735,0.911,0.667,0.724,0.934,0.794
0.678,0.386,0.918,0.179,0.141,0.460
0.926,0.452,0.252,0.049,0.309,0.398
0.982,0.223,0.995,0.852,0.964,0.804
0.653,0.590,0.682,0.534,0.832,0.658
0.400,0.202,0.203,0.377,0.790,0.395
0.134,0.345,0.113,0.746,0.823,0.432
1.000,0.034,0.095,0.300,0.777,0.441
0.385,0.393,0.903,0.425,0.419,0.505
0.600,0.506,0.554,0.302,0.811,0.555
0.269,0.684,0.795,0.327,0.212,0.457
0.275,0.348,0.096,0.352,0.454,0.305
0.451,0.928,0.670,0.617,0.310,0.595
0.351,0.896,0.943,0.417,0.269,0.575
0.199,0.597,0.965,0.152,0.453,0.473
0.905,0.882,0.050,0.171,0.297,0.461
0.840,0.973,0.645,0.798,0.308,0.713
0.730,0.157,0.797,0.628,0.064,0.475
0.366,0.809,0.097,0.509,0.965,0.549
0.839,0.558,0.396,0.559,0.875,0.645
0.282,0.820,0.809,0.431,0.869,0.642
0.648,0.889,0.490,0.182,0.887,0.619
0.307,0.491,0.061,0.957,0.983,0.560
0.543,0.149,0.068,0.077,0.878,0.343
0.356,0.938,0.821,0.700,0.568,0.676
0.588,0.463,0.423,0.883,0.598,0.591
0.614,0.458,0.327,0.712,0.665,0.555
0.535,0.450,0.442,0.962,0.117,0.501
0.731,0.317,0.664,0.883,0.815,0.682
0.713,0.667,0.768,0.359,0.750,0.651
0.915,0.760,0.779,0.150,0.322,0.585
0.147,0.775,0.976,0.982,0.982,0.772
0.535,0.345,0.577,0.000,0.141,0.320
0.000,0.537,0.681,0.514,0.595,0.466
0.619,0.071,0.588,0.702,0.009,0.398
0.433,0.503,0.100,0.213,0.233,0.296
0.965,0.832,0.222,0.248,0.417,0.537
0.040,0.612,0.132,0.256,0.860,0.380
0.051,0.649,0.517,0.986,0.669,0.574
0.870,0.853,0.269,0.599,0.517,0.621
0.207,0.206,0.131,0.270,0.185,0.200
0.817,0.640,0.433,0.587,0.285,0.553
0.206,0.744,0.880,0.808,0.065,0.541
0.679,0.352,0.406,0.871,0.958,0.653
0.106,0.821,0.195,0.796,0.238,0.431
0.436,0.612,0.854,0.819,0.462,0.637
0.786,0.843,0.841,0.883,0.334,0.738
0.042,0.026,0.224,0.662,0.089,0.209
0.640,0.984,0.494,0.654,0.833,0.721
0.202,0.566,0.899,0.973,0.242,0.576
0.049,0.202,0.185,0.745,0.957,0.428
0.473,0.042,0.871,0.574,0.357,0.463
0.916,0.284,0.871,0.203,0.622,0.579
0.818,0.691,0.288,0.149,0.982,0.586
0.052,0.340,0.421,0.333,0.307,0.291
0.499,0.496,0.645,0.779,0.282,0.540
0.117,0.824,0.650,0.708,0.497,0.559
0.195,0.876,0.699,0.599,0.343,0.542
0.251,0.017,0.155,0.456,0.180,0.212
0.083,0.105,0.202,0.013,0.125,0.106
0.247,0.479,0.793,0.728,0.842,0.618
0.117,0.925,0.713,0.604,0.554,0.583
0.966,0.855,0.753,0.973,0.848,0.879
0.429,0.724,0.641,0.732,0.463,0.598
0.682,0.509,0.232,0.454,0.040,0.383
0.862,0.787,0.821,0.819,0.117,0.681
0.823,0.071,0.580,0.503,0.244,0.444
0.493,0.949,0.484,0.071,0.063,0.412
0.724,0.696,0.183,0.558,0.488,0.530
0.553,0.214,0.694,0.965,0.011,0.487
0.183,0.931,0.717,0.891,0.862,0.717
0.191,0.411,0.136,0.389,0.465,0.318
0.015,0.104,0.840,0.922,0.633,0.503
0.701,0.238,0.199,0.657,0.323,0.424
0.285,0.967,0.410,0.853,0.102,0.523
0.721,0.024,0.432,0.521,0.410,0.422
0.307,0.632,0.616,0.007,0.835,0.479
0.582,0.056,0.793,0.680,0.061,0.435
0.853,0.103,0.941,0.736,0.602,0.647
0.029,0.030,0.005,0.471,0.598,0.226
0.435,0.598,0.734,0.865,0.944,0.715
0.759,0.806,0.991,0.180,0.107,0.569
0.937,0.290,0.774,0.917,0.621,0.708
0.186,0.224,0.691,0.464,0.576,0.428
0.380,0.675,0.965,0.277,0.162,0.492
0.176,0.320,0.710,0.281,0.915,0.481
0.196,0.981,0.229,0.449,0.042,0.379
0.244,0.499,0.897,0.770,0.967,0.675
0.831,0.387,0.984,0.852,0.274,0.666
0.583,0.653,0.067,0.290,0.315,0.382
0.885,0.417,0.837,0.438,0.577,0.631
0.714,0.115,0.311,0.210,0.396,0.349
0.231,0.325,0.109,0.972,0.304,0.388
0.285,0.639,0.119,0.993,0.275,0.462
0.173,0.746,0.740,0.725,0.988,0.674
0.979,0.190,0.469,0.461,0.650,0.550
0.054,0.581,0.826,0.408,0.386,0.451
0.957,0.257,0.908,0.224,0.697,0.609
0.574,0.536,0.607,0.183,0.183,0.417
0.635,0.301,0.159,0.939,0.808,0.569
0.732,0.608,0.224,0.472,0.797,0.567
0.392,0.096,0.588,0.705,0.094,0.375
0.318,0.377,0.884,0.005,0.302,0.377
0.476,0.495,0.214,0.677,0.435,0.459
0.299,0.058,0.245,0.886,0.722,0.442
0.855,0.593,0.054,0.052,0.482,0.407
0.737,0.101,0.568,0.931,0.048,0.477
0.673,0.508,0.379,0.321,0.797,0.535
0.258,0.244,0.605,0.789,0.818,0.543
0.713,0.794,0.866,0.289,0.201,0.572
0.096,0.781,0.744,0.571,0.529,0.544
0.150,0.139,0.935,0.747,0.156,0.425
0.225,0.683,0.793,0.829,0.577,0.621
0.128,0.878,0.486,0.377,0.909,0.556
0.274,0.386,0.441,0.838,0.441,0.476
0.734,0.439,0.292,0.092,0.680,0.447
0.473,0.460,0.409,0.324,0.668,0.467
0.831,0.836,0.956,0.722,0.292,0.728
0.296,0.216,0.976,0.274,0.204,0.393
0.543,0.962,0.312,0.620,0.699,0.627
0.674,0.815,0.695,0.703,0.380,0.654
0.601,0.588,0.303,0.077,0.469,0.408
0.570,0.521,0.053,0.298,0.631,0.415
0.092,0.335,0.460,0.011,0.926,0.365
0.552,0.737,0.767,0.519,0.735,0.662
0.460,0.933,0.929,0.648,0.063,0.607
0.907,0.988,0.076,0.803,0.223,0.600
0.022,0.166,0.465,0.868,0.159,0.336
0.874,0.063,0.879,0.486,0.468,0.554
0.250,0.416,0.856,0.550,0.670,0.548
0.860,0.124,0.715,0.972,0.462,0.627
0.911,0.285,0.736,0.608,0.517,0.611
0.410,0.634,0.992,0.580,0.974,0.718
0.397,0.739,0.036,0.036,0.896,0.421
0.882,0.491,0.472,0.545,0.002,0.479
0.168,0.796,0.158,0.673,0.058,0.371
0.636,0.340,0.340,0.653,0.689,0.531
0.199,0.861,0.553,0.155,0.825,0.519
0.701,0.860,0.998,0.287,0.318,0.633
0.242,0.422,0.957,0.682,0.740,0.609
0.004,0.601,0.066,0.140,0.812,0.325
0.133,0.104,0.584,0.176,0.146,0.229
0.647,0.421,0.000,0.904,0.454,0.485
0.949,0.255,0.748,0.298,0.481,0.546
0.512,0.347,0.217,0.499,0.853,0.486
0.491,0.169,0.356,0.071,0.345,0.286
0.035,0.390,0.097,0.876,0.725,0.425
0.832,0.857,0.349,0.976,0.426,0.688
0.875,0.972,0.469,0.610,0.811,0.748
0.435,0.798,0.180,0.260,0.797,0.494
0.590,0.915,0.854,0.221,0.827,0.681
0.856,0.834,0.057,0.160,0.972,0.576
0.311,0.205,0.752,0.180,0.720,0.434
0.674,0.540,0.272,0.924,0.072,0.496
0.575,0.528,0.215,0.851,0.687,0.571
0.098,0.584,0.006,0.917,0.342,0.389
0.638,0.258,0.944,0.039,0.559,0.488
0.762,0.894,0.448,0.741,0.839,0.737
0.268,0.974,0.727,0.063,0.610,0.528
0.065,0.431,0.324,0.030,0.992,0.368
0.114,0.965,0.519,0.603,0.023,0.445
0.399,0.578,0.247,0.774,0.804,0.560
0.836,0.999,0.641,0.003,0.318,0.559
0.506,0.082,0.463,0.672,0.539,0.452
0.716,0.843,0.439,0.076,0.882,0.591
0.872,0.741,0.082,0.411,0.393,0.500
0.958,0.475,0.047,0.333,0.419,0.446
0.705,0.941,0.473,0.292,0.222,0.527
0.489,0.372,0.000,0.152,0.630,0.328
0.843,0.418,0.721,0.542,0.980,0.701
0.161,0.392,0.882,0.220,0.515,0.434
0.915,0.471,0.506,0.026,0.225,0.429
0.236,0.761,0.994,0.434,0.142,0.513
0.141,0.802,0.865,0.105,0.273,0.437
0.621,0.706,0.836,0.241,0.156,0.512
0.070,0.279,0.315,0.693,0.565,0.384
0.386,0.212,0.409,0.002,0.000,0.202
0.678,0.994,0.959,0.390,0.013,0.607
0.500,0.112,0.993,0.490,0.449,0.509
0.510,0.051,0.549,0.193,0.824,0.425
0.814,0.044,0.480,0.450,0.616,0.481
0.958,0.250,0.404,0.925,0.489,0.605
0.853,0.965,0.010,0.782,0.922,0.706
0.655,0.564,0.233,0.787,0.788,0.606
